,shortcode,post_type,username,like,comment,object_1,object_2,object_3,object_4,object_5,object_6
0,CrUzcIer0dI,GraphVideo,akshaykumar,207394,1603,No Object,No Object,No Object,No Object,No Object,No Object
1,CrRLgDGIFO7,GraphVideo,akshaykumar,261330,909,No Object,No Object,No Object,No Object,No Object,No Object
2,Cq7MxuLrbSO,GraphVideo,akshaykumar,455143,2937,No Object,No Object,No Object,No Object,No Object,No Object
3,Cqe3gZBvkuW,GraphVideo,akshaykumar,1553752,15700,No Object,No Object,No Object,No Object,No Object,No Object
4,CqX4rXrJ6x-,GraphVideo,akshaykumar,368290,1687,No Object,No Object,No Object,No Object,No Object,No Object
5,CqDQhAlNc2Y,GraphImage,akshaykumar,552986,5760,poster,text,No Object,No Object,No Object,No Object
6,CpxiES1PyXi,GraphVideo,akshaykumar,691442,3059,No Object,No Object,No Object,No Object,No Object,No Object
7,CpaPVq9P9ex,GraphVideo,akshaykumar,396774,3553,No Object,No Object,No Object,No Object,No Object,No Object
8,CpW6_YevUkN,GraphVideo,akshaykumar,936016,6175,No Object,No Object,No Object,No Object,No Object,No Object
9,CpWWzDJLx-K,GraphVideo,akshaykumar,496898,2832,No Object,No Object,No Object,No Object,No Object,No Object
10,CpVQtLQPYGB,GraphVideo,akshaykumar,547828,3358,No Object,No Object,No Object,No Object,No Object,No Object
11,CpJ5kArKGp8,GraphVideo,akshaykumar,347421,2470,No Object,No Object,No Object,No Object,No Object,No Object
0,CmsGeS7JePT,GraphVideo,anitta,658209,22383,No Object,No Object,No Object,No Object,No Object,No Object
1,Cq07Kw9vnvu,GraphSidecar,anitta,495486,4151,1 person,parka,arctic,No Object,No Object,No Object
2,CqvV4JHNLCG,GraphSidecar,anitta,604520,4244,1 person,snowsuit,parka,arctic,snow,No Object
3,Cqs0XGYts1U,GraphSidecar,anitta,670304,5181,1 person,lake,No Object,No Object,No Object,No Object
4,CqqN2fdgesw,GraphSidecar,anitta,695078,6704,1 person,seaweed,coast,No Object,No Object,No Object
5,Cqn04_4MC1E,GraphImage,anitta,173368,0,poster,magazine,text,No Object,No Object,No Object
6,CqfXaAoO9vC,GraphSidecar,anitta,726640,4091,1 person,flower,No Object,No Object,No Object,No Object
7,CqbgQI1A5XJ,GraphVideo,anitta,338261,7836,No Object,No Object,No Object,No Object,No Object,No Object
8,Cqab4CRtFbM,GraphSidecar,anitta,1989844,30240,1 person,c,"le, pie and cake",No Object,No Object,No Object
9,CqTc_xaAWJf,GraphSidecar,anitta,864941,4378,3 people,blonde hair,fishnet stockings,costume,No Object,No Object
10,CqOi8HCgvVu,GraphSidecar,anitta,1372471,4253,3 people,people dancing,costume,fishnet stockings,night,text
0,CdxROg6ogoT,GraphSidecar,urvashirautela,481528,7161,No Object,No Object,No Object,No Object,No Object,No Object
1,CmZcZzMhc9E,GraphVideo,urvashirautela,186973,3777,No Object,No Object,No Object,No Object,No Object,No Object
2,Crcu6yooAcs,GraphImage,urvashirautela,45020,893,3 people,poster,No Object,No Object,No Object,No Object
3,Cray1HRIWdU,GraphSidecar,urvashirautela,238293,3451,1 person,makeup,hair,smiling,jewelry,blazer
4,CrVPW3_okbc,GraphImage,urvashirautela,314489,3141,1 person,makeup,hair,top,dress,No Object
5,CrTlm5XI7LC,GraphVideo,urvashirautela,35330,570,No Object,No Object,No Object,No Object,No Object,No Object
6,CrTbF_oIvDC,GraphVideo,urvashirautela,337203,2916,No Object,No Object,No Object,No Object,No Object,No Object
7,CrTKqHEvn88,GraphImage,urvashirautela,249329,2255,1 person,makeup,dress,No Object,No Object,No Object
8,CrQNLMlI9RX,GraphSidecar,urvashirautela,956484,11861,1 person,dress,gown,No Object,No Object,No Object
9,CrOhftwIezq,GraphSidecar,urvashirautela,357369,3812,1 person,gown,dress,No Object,No Object,No Object
10,CrDlERsB6yN,GraphVideo,urvashirautela,265611,802,No Object,No Object,No Object,No Object,No Object,No Object
11,Cq8UptdIlJN,GraphVideo,urvashirautela,968608,5783,No Object,No Object,No Object,No Object,No Object,No Object
0,CraM5fYsenv,GraphVideo,anushkasharma,3502446,25329,No Object,No Object,No Object,No Object,No Object,No Object
1,CrAdHVdpw5Y,GraphImage,anushkasharma,1776389,5669,1 person,makeup,sportswear,No Object,No Object,No Object
2,Cqc88P7pSyI,GraphSidecar,anushkasharma,1720005,4419,1 person,clutch,purse,dress,No Object,No Object
3,Cqa5XFcsVkd,GraphSidecar,anushkasharma,3824660,12942,1 person,beard,makeup,hair,suit,dress
4,CqMpQggpOwy,GraphSidecar,anushkasharma,2142046,6530,1 person,dress,gown,No Object,No Object,No Object
5,CqIzUsBtpgA,GraphVideo,anushkasharma,1263619,4503,No Object,No Object,No Object,No Object,No Object,No Object
6,CppjnvIJjsr,GraphSidecar,anushkasharma,1610101,3530,1 person,sleepwear,text,No Object,No Object,No Object
0,Cra9bGaoiQ9,GraphVideo,willsmith,229159,2268,No Object,No Object,No Object,No Object,No Object,No Object
1,CrWRxe3pf2y,GraphVideo,willsmith,407884,3664,No Object,No Object,No Object,No Object,No Object,No Object
2,CrR36coJduB,GraphSidecar,willsmith,520247,3406,2 people,dinner jacket,text,No Object,No Object,No Object
3,CrMMkm5Ibwt,GraphVideo,willsmith,410328,3764,No Object,No Object,No Object,No Object,No Object,No Object
4,CrLxlSoImoU,GraphVideo,willsmith,181251,1697,No Object,No Object,No Object,No Object,No Object,No Object
5,CrH_0hDo3kG,GraphVideo,willsmith,219484,2409,No Object,No Object,No Object,No Object,No Object,No Object
6,CrGrWRtJHX-,GraphVideo,willsmith,441443,6131,No Object,No Object,No Object,No Object,No Object,No Object
7,Cq1G-_hIfec,GraphVideo,willsmith,339677,2919,No Object,No Object,No Object,No Object,No Object,No Object
8,CqvstmvqnBL,GraphVideo,willsmith,401626,3659,No Object,No Object,No Object,No Object,No Object,No Object
9,CqoAvxCoqeQ,GraphVideo,willsmith,1233487,22723,No Object,No Object,No Object,No Object,No Object,No Object
10,Cql6Kx6opg6,GraphVideo,willsmith,237137,2623,No Object,No Object,No Object,No Object,No Object,No Object
0,CrYttqbOSUz,GraphSidecar,maluma,1002724,3730,2 people,people kissing,No Object,No Object,No Object,No Object
1,CrTi3TCuvL-,GraphSidecar,maluma,1376341,9153,1 person,beard,biceps,tattoo,No Object,No Object
2,CrOV8SyuYPH,GraphImage,maluma,1073226,14280,2 people,child,wheelchair,text,No Object,No Object
3,CrMpW1IuaFu,GraphSidecar,maluma,896105,9224,1 person,beard,biceps,night,No Object,No Object
4,CrE3afZOqMQ,GraphSidecar,maluma,986896,3359,2 people,baby,No Object,No Object,No Object,No Object
5,Cq-y74FO_N_,GraphSidecar,maluma,599423,3242,1 person,sportswear,cabana,No Object,No Object,No Object
6,Cq86-GTu3F5,GraphSidecar,maluma,361511,2381,1 person,text,No Object,No Object,No Object,No Object
7,Cq3N3i2OZoa,GraphSidecar,maluma,1975842,6691,1 person,sarong,outdoors,text,No Object,No Object
8,Cqsx-8pO3U0,GraphSidecar,maluma,1229221,9694,1 person,beard,biceps,tattoo,text,No Object
9,CqocBvJOvD3,GraphSidecar,maluma,1081771,27085,1 person,beard,bolo tie,No Object,No Object,No Object
10,CqjW3FOOI6a,GraphSidecar,maluma,429579,4423,1 person,smoking,lighter,cigarette,cigar,No Object
0,CrWCY-2M6j2,GraphVideo,milliebobbybrown,828991,2339,No Object,No Object,No Object,No Object,No Object,No Object
1,Cq-3oR-Axs3,GraphVideo,milliebobbybrown,2417990,7469,No Object,No Object,No Object,No Object,No Object,No Object
2,Cq5EuqHLDJM,GraphImage,milliebobbybrown,13038758,96434,1 person,people kissing,wedding,No Object,No Object,No Object
3,CqgEyKWJBk4,GraphImage,milliebobbybrown,1310405,6127,2 people,makeup,lipstick,hair,No Object,No Object
4,CqdiOg5jWuq,GraphVideo,milliebobbybrown,976395,3283,No Object,No Object,No Object,No Object,No Object,No Object
5,CqYV6nEsXb5,GraphImage,milliebobbybrown,2184808,7226,1 person,makeup,candle,No Object,No Object,No Object
6,CqP9uGyMTXJ,GraphSidecar,milliebobbybrown,2458181,4173,1 person,mastiff,No Object,No Object,No Object,No Object
7,CqLZVfKAIYR,GraphVideo,milliebobbybrown,2596520,11100,No Object,No Object,No Object,No Object,No Object,No Object
8,CqJU4LrsvaI,GraphVideo,milliebobbybrown,1206874,5053,No Object,No Object,No Object,No Object,No Object,No Object
9,CpgUbhZOBjI,GraphSidecar,milliebobbybrown,4451597,13257,1 person,hat,sweatshirt,convertible,road,No Object
0,CrRhyKtNYq2,GraphVideo,marcelotwelve,274323,1471,No Object,No Object,No Object,No Object,No Object,No Object
1,CrMy4-ItR39,GraphSidecar,marcelotwelve,338372,1412,1 person,playing football,playing soccer,stadium,No Object,No Object
2,CrLj3xDOfsK,GraphSidecar,marcelotwelve,1815887,8957,1 person,playing football,playing soccer,stadium,No Object,No Object
3,CrESyyVOKCI,GraphSidecar,marcelotwelve,611408,1465,8 people,top,stadium,No Object,No Object,No Object
4,Cq-2yRTtjD8,GraphImage,marcelotwelve,328418,1193,1 person,beard,screen,No Object,No Object,No Object
5,Cq5KQHCNio2,GraphSidecar,marcelotwelve,437985,935,2 people,Afghan hound,collie,cocker spaniel,No Object,No Object
6,Cq3uPFBO6O4,GraphSidecar,marcelotwelve,413863,2624,1 person,top,No Object,No Object,No Object,No Object
7,Cq1sR5hJYBz,GraphVideo,marcelotwelve,1366558,14677,No Object,No Object,No Object,No Object,No Object,No Object
8,Cq1gmMwt-6R,GraphSidecar,marcelotwelve,1277835,11482,3 people,people playing football,people playing soccer,stadium,No Object,No Object
9,CqyQXM6ufTb,GraphImage,marcelotwelve,276280,1291,1 person,playing football,playing soccer,sports equipment,stadium,No Object
10,Cqsn7w-uz5W,GraphSidecar,marcelotwelve,1323929,4278,1 person,playing football,playing soccer,stadium,No Object,No Object
0,CrczjNNtY9K,GraphVideo,433,80545,239,No Object,No Object,No Object,No Object,No Object,No Object
1,Crb0xiFMuHL,GraphImage,433,1864250,2910,‎5 people,people playing football,people playing soccer,stadium,text,No Object
2,CrbxYBnsvt3,GraphSidecar,433,747933,940,1 person,playing football,playing soccer,text,No Object,No Object
3,CrbhWJ-szsJ,GraphImage,433,1311194,3843,‎1 person,playing football,playing soccer,cleats,ball,sports equipment
4,CrbZxeDPbly,GraphVideo,433,684961,3244,No Object,No Object,No Object,No Object,No Object,No Object
5,CrbQyV_M3wx,GraphImage,433,514593,1289,1 person,playing soccer,playing football,No Object,No Object,No Object
6,CrazTDmsJb-,GraphImage,433,439153,1929,1 person,playing football,playing soccer,ball,stadium,text
7,CrarydYMwZS,GraphSidecar,433,1266238,1684,3 people,people playing football,people playing soccer,track,"field, poster, sports equipment, sportswear and stadium",No Object
0,CraU-O8gwG6,GraphImage,manchesterunited,251907,1129,4 people,people playing football,people playing soccer,poster,No Object,No Object
1,CrY3c7HNVST,GraphImage,manchesterunited,900171,12275,1 person,playing football,playing soccer,poster,ball,card
2,CrYSgplA4Ga,GraphVideo,manchesterunited,101645,304,No Object,No Object,No Object,No Object,No Object,No Object
3,CrczExmACv6,GraphVideo,manchesterunited,850,27,No Object,No Object,No Object,No Object,No Object,No Object
4,Crcgt3wtmgL,GraphImage,manchesterunited,148069,898,1 person,playing football,playing soccer,stadium,No Object,No Object
5,CrcO-r0O7S8,GraphImage,manchesterunited,124348,955,1 person,playing football,playing soccer,stadium,text,No Object
6,Crbh9PasyUa,GraphSidecar,manchesterunited,142156,364,1 person,playing football,playing soccer,stadium,text,No Object
7,CrbTj6FNCw2,GraphVideo,manchesterunited,606169,1746,No Object,No Object,No Object,No Object,No Object,No Object
8,Cra-jB4rjkv,GraphVideo,manchesterunited,362941,1907,No Object,No Object,No Object,No Object,No Object,No Object
9,CrawzWtNdos,GraphSidecar,manchesterunited,73235,186,soccer,football,crowd,stadium,text,No Object
10,Crap_BHLhno,GraphVideo,manchesterunited,789443,3289,No Object,No Object,No Object,No Object,No Object,No Object
0,Cn2UkpKrakM,GraphVideo,karolg,3997478,86170,No Object,No Object,No Object,No Object,No Object,No Object
1,CrRRna9O4z1,GraphSidecar,karolg,5458177,33832,1 person,glasses,sunglasses,No Object,No Object,No Object
2,CrGsyZ-OEoQ,GraphSidecar,karolg,6318076,54504,1 person,makeup,fishnet stockings,No Object,No Object,No Object
3,Cq-11UUuLEo,GraphSidecar,karolg,5405050,36355,2 people,makeup,flight jacket,fishnet stockings,miniskirt,sweatshirt
4,Cqs-cYWOuFw,GraphSidecar,karolg,6458397,108618,1 person,braids,blonde hair,long hair,bath robe,No Object
5,CqMXiYItUEH,GraphSidecar,karolg,4121007,26376,1 person,braids,makeup,playing soccer,sportswear,outdoors
6,Cp0hU3EOgh9,GraphSidecar,karolg,2551845,32340,1 person,concert,No Object,No Object,No Object,No Object
7,CpwJ5eKNVuo,GraphSidecar,karolg,7105750,48309,1 person,long hair,No Object,No Object,No Object,No Object
8,CpdqEx4AW3Y,GraphVideo,karolg,3308882,23386,No Object,No Object,No Object,No Object,No Object,No Object
9,CpYAkthOInq,GraphSidecar,karolg,5642912,29249,2 people,hair,miniskirt,snow,No Object,No Object
10,CpRHRUOKc6q,GraphSidecar,karolg,5413666,36830,1 person,makeup,fishnet stockings,No Object,No Object,No Object
0,CopRevnObk9,GraphImage,zacefron,2879136,9130,baby,book,diaper,No Object,No Object,No Object
1,CoWV91ELRSz,GraphImage,zacefron,490245,1658,one or more people,people golfing,people st,"ing, parka, sweatpants, golf course and park",No Object,No Object
2,CmoyLaSJezX,GraphSidecar,zacefron,4632564,11168,No Object,No Object,No Object,No Object,No Object,No Object
3,Cl6h6cmpges,GraphVideo,zacefron,673650,4316,No Object,No Object,No Object,No Object,No Object,No Object
4,ClJeef9pyrj,GraphImage,zacefron,1622539,7377,No Object,No Object,No Object,No Object,No Object,No Object
5,Ck0zOtEJUG4,GraphVideo,zacefron,793130,7348,No Object,No Object,No Object,No Object,No Object,No Object
6,CkrEFmISa7U,GraphImage,zacefron,796544,2590,No Object,No Object,No Object,No Object,No Object,No Object
7,Cj30YJSJp6b,GraphImage,zacefron,1977756,16147,No Object,No Object,No Object,No Object,No Object,No Object
8,Cjt6ot2N1-Z,GraphSidecar,zacefron,644470,2428,No Object,No Object,No Object,No Object,No Object,No Object
9,CjS-JtkrUX5,GraphSidecar,zacefron,1035846,3235,No Object,No Object,No Object,No Object,No Object,No Object
10,CjIwT3ELkvJ,GraphSidecar,zacefron,544038,1525,No Object,No Object,No Object,No Object,No Object,No Object
11,CjEho9gpqBe,GraphVideo,zacefron,817285,3834,No Object,No Object,No Object,No Object,No Object,No Object
0,Crb92dRNJKL,GraphImage,beingsalmankhan,647539,3769,6 people,beard,makeup,people smiling,No Object,No Object
1,Crbdty9tdSI,GraphImage,beingsalmankhan,1408178,17166,1 person,smiling,No Object,No Object,No Object,No Object
2,CrVwIicI5BJ,GraphImage,beingsalmankhan,2195402,21372,1 person,crowd,No Object,No Object,No Object,No Object
3,CrU6URvI--b,GraphVideo,beingsalmankhan,777582,10314,No Object,No Object,No Object,No Object,No Object,No Object
4,CrTsC-soHsq,GraphVideo,beingsalmankhan,1311875,11402,No Object,No Object,No Object,No Object,No Object,No Object
5,CrSOr5moUqz,GraphImage,beingsalmankhan,1287124,8690,7 people,screen,poster,text,No Object,No Object
6,CrPwtk3Iya5,GraphVideo,beingsalmankhan,610902,5953,No Object,No Object,No Object,No Object,No Object,No Object
7,CrOMCC5IfAR,GraphVideo,beingsalmankhan,786680,6741,No Object,No Object,No Object,No Object,No Object,No Object
8,CrODur1o66t,GraphImage,beingsalmankhan,2236993,19232,1 person,sunglasses,No Object,No Object,No Object,No Object
9,CrNt8vtI-Sg,GraphVideo,beingsalmankhan,663167,6042,No Object,No Object,No Object,No Object,No Object,No Object
0,CrXxVTarP-s,GraphVideo,iamzlatanibrahimovic,68701,304,No Object,No Object,No Object,No Object,No Object,No Object
1,CrTbaoZtTzy,GraphImage,iamzlatanibrahimovic,503375,2052,1 person,playing soccer,playing football,sports equipment,No Object,No Object
2,CrQVzBJsXL_,GraphImage,iamzlatanibrahimovic,355184,1180,No Object,No Object,No Object,No Object,No Object,No Object
3,CrGZujltetk,GraphImage,iamzlatanibrahimovic,1538986,4253,1 person,motorcycle,scooter,helmet,No Object,No Object
4,Cq_EqLSuYxD,GraphVideo,iamzlatanibrahimovic,2217546,13470,No Object,No Object,No Object,No Object,No Object,No Object
5,Cq3BJAmuYyG,GraphVideo,iamzlatanibrahimovic,325918,1636,No Object,No Object,No Object,No Object,No Object,No Object
6,CqvTdGCt3CE,GraphVideo,iamzlatanibrahimovic,417693,2297,No Object,No Object,No Object,No Object,No Object,No Object
7,CqneHmbrbxX,GraphVideo,iamzlatanibrahimovic,1464737,5142,No Object,No Object,No Object,No Object,No Object,No Object
8,CqQTsDPsZJx,GraphVideo,iamzlatanibrahimovic,954098,2114,No Object,No Object,No Object,No Object,No Object,No Object
9,CqEE5a2sNna,GraphImage,iamzlatanibrahimovic,1210279,5397,1 person,playing soccer,No Object,No Object,No Object,No Object
10,CqAiLUZs2pP,GraphSidecar,iamzlatanibrahimovic,2413735,16323,4 people,people playing football,people playing soccer,stadium,No Object,No Object
11,Cpnk85bDex3,GraphVideo,iamzlatanibrahimovic,540281,2019,No Object,No Object,No Object,No Object,No Object,No Object
0,CrVRxG2upcp,GraphVideo,9gag,29997,273,No Object,No Object,No Object,No Object,No Object,No Object
1,CrSf9IyPFNb,GraphVideo,9gag,15305,188,No Object,No Object,No Object,No Object,No Object,No Object
2,Cq4ex1apP8P,GraphSidecar,9gag,45446,376,magazine,poster,text,No Object,No Object,No Object
3,Crc2tokOlMZ,GraphImage,9gag,25972,125,3 people,text,No Object,No Object,No Object,No Object
4,Crcef9SIaZh,GraphImage,9gag,66766,225,1 person,text,No Object,No Object,No Object,No Object
5,CrcJ-oOoGL6,GraphVideo,9gag,27061,215,No Object,No Object,No Object,No Object,No Object,No Object
6,Crb1RE4vRH0,GraphImage,9gag,101322,368,‎2 people,text,No Object,No Object,No Object,No Object
7,Crbgx05tMGe,GraphImage,9gag,151092,622,vodka,juice,text,No Object,No Object,No Object
8,CrbTBaWMYJT,GraphImage,9gag,96467,317,1 person,text,No Object,No Object,No Object,No Object
9,CrbDyksMxsk,GraphImage,9gag,64001,1388,2 people,snake,text,No Object,No Object,No Object
10,Crai1cpNWWF,GraphVideo,9gag,68240,398,No Object,No Object,No Object,No Object,No Object,No Object
0,CnpvJ2OjMOF,GraphVideo,whinderssonnunes,1550288,26179,No Object,No Object,No Object,No Object,No Object,No Object
1,CnnI_rhIZjL,GraphImage,whinderssonnunes,1001426,11366,No Object,No Object,No Object,No Object,No Object,No Object
2,CrbxCnBvTIT,GraphSidecar,whinderssonnunes,799915,3652,1 person,jacket,parka,No Object,No Object,No Object
3,CrYl6iZoXVC,GraphVideo,whinderssonnunes,3406453,62984,No Object,No Object,No Object,No Object,No Object,No Object
4,CrW4D42I4aV,GraphImage,whinderssonnunes,3705442,70338,4 people,crowd,text,No Object,No Object,No Object
5,CrUH-xsIpPn,GraphImage,whinderssonnunes,2139592,18186,3 people,underwear,No Object,No Object,No Object,No Object
6,CrRkw92ohoY,GraphVideo,whinderssonnunes,1274847,18150,No Object,No Object,No Object,No Object,No Object,No Object
7,CrMzFl3ov7P,GraphImage,whinderssonnunes,895615,5013,‎1 person,text,No Object,No Object,No Object,No Object
8,CrMYIkcOak-,GraphVideo,whinderssonnunes,206682,1909,No Object,No Object,No Object,No Object,No Object,No Object
9,CrD9dOZLXNn,GraphVideo,whinderssonnunes,1718918,18356,No Object,No Object,No Object,No Object,No Object,No Object
10,CrCXbrXO00N,GraphImage,whinderssonnunes,288684,2563,‎3 people,poster,text,No Object,No Object,No Object
0,CrAUv3_vp9P,GraphSidecar,thv,12129802,0,1 person,duffle coat,overcoat,blazer,text,No Object
1,CqVFTxBPEXm,GraphSidecar,thv,13471204,0,1 person,goosedown coat,duffle coat,parka,jacket,No Object
2,CqJ62H7vxN0,GraphSidecar,thv,12675466,0,3 people,poster,magazine,bolo tie,No Object,No Object
3,Cp1L1Xuvjo7,GraphSidecar,thv,13770963,0,1 person,magazine,poster,No Object,No Object,No Object
4,CpJn09fPvud,GraphSidecar,thv,14327085,0,1 person,bangs,No Object,No Object,No Object,No Object
5,CmOqBfyjnN1,GraphSidecar,thv,14419734,0,No Object,No Object,No Object,No Object,No Object,No Object
6,Cl6jmw9jMwI,GraphImage,thv,11657938,0,No Object,No Object,No Object,No Object,No Object,No Object
7,Cl6jkY6jYTw,GraphSidecar,thv,10729128,0,No Object,No Object,No Object,No Object,No Object,No Object
8,Cl6jeEfjH6F,GraphSidecar,thv,12438884,0,No Object,No Object,No Object,No Object,No Object,No Object
9,CkwvR1qJe7_,GraphSidecar,thv,11350858,1,No Object,No Object,No Object,No Object,No Object,No Object
10,CkH_7XzAgJk,GraphSidecar,thv,12594514,0,No Object,No Object,No Object,No Object,No Object,No Object
0,CmKTBsnO4TD,GraphSidecar,bellahadid,1188211,1824,No Object,No Object,No Object,No Object,No Object,No Object
1,CmxYbJzvmgW,GraphSidecar,bellahadid,2512040,2484,No Object,No Object,No Object,No Object,No Object,No Object
2,Ce01s-Fg_Dq,GraphSidecar,bellahadid,862232,6723,No Object,No Object,No Object,No Object,No Object,No Object
3,CrblIB2uHiA,GraphSidecar,bellahadid,2992955,3209,3 people,flower arrangement,bouquet,flower,wedding,No Object
4,Cq_eIV3AGMu,GraphSidecar,bellahadid,707252,2650,1 person,magazine,dress,newspaper,text,No Object
5,Cq8b-GiO-Bi,GraphVideo,bellahadid,2153677,9176,No Object,No Object,No Object,No Object,No Object,No Object
6,CqmGMmyt_H3,GraphImage,bellahadid,970641,2427,No Object,No Object,No Object,No Object,No Object,No Object
7,CqiqaYwuugp,GraphSidecar,bellahadid,1932972,1463,2 people,hair,No Object,No Object,No Object,No Object
8,CqTZaC_gwT7,GraphImage,bellahadid,717559,1177,1 person,horse,pony,pants,No Object,No Object
9,CqG8z9BOswy,GraphSidecar,bellahadid,952112,934,1 person,dress,No Object,No Object,No Object,No Object
10,CqGQuWxJfCz,GraphSidecar,bellahadid,973175,1979,1 person,sunglasses,text,No Object,No Object,No Object
0,CrLoY-woNv8,GraphVideo,paulpogba,241269,960,No Object,No Object,No Object,No Object,No Object,No Object
1,CrIiDqDOVWB,GraphImage,paulpogba,456781,1264,2 people,people playing football,people playing soccer,stadium,No Object,No Object
2,CrEBDydNjYJ,GraphVideo,paulpogba,82529,274,No Object,No Object,No Object,No Object,No Object,No Object
3,CrBDySbqmyV,GraphSidecar,paulpogba,517936,1828,2 people,people playing football,people playing soccer,poster,stadium,No Object
4,CqH4ROSDzU7,GraphImage,paulpogba,451252,2348,1 person,phone,hat,mirror,No Object,No Object
5,Cpu_3e6DSOa,GraphImage,paulpogba,1728004,13666,1 person,playing football,playing soccer,ball,stadium,No Object
6,CpqMPWePdOU,GraphImage,paulpogba,344210,2034,1 person,playing football,playing soccer,cleats,stadium,No Object
7,CpnHJGZLced,GraphImage,paulpogba,464196,2207,1 person,smoking,cigarette,No Object,No Object,No Object
8,CpgCyn5Pfsq,GraphImage,paulpogba,352859,1252,3 people,baby,people playing soccer,sports equipment,sportswear,grass
9,CpdLbP2JEwW,GraphSidecar,paulpogba,426529,1366,‎1 person,playing football,playing soccer,cleats,stadium,text
0,Cq5shGTo01k,GraphVideo,juventus,46403,629,No Object,No Object,No Object,No Object,No Object,No Object
1,CmzZS18oLGx,GraphVideo,juventus,109020,730,No Object,No Object,No Object,No Object,No Object,No Object
2,CklqHFGodCS,GraphVideo,juventus,127221,3891,No Object,No Object,No Object,No Object,No Object,No Object
3,CrbBr_QoSuO,GraphVideo,juventus,103879,703,No Object,No Object,No Object,No Object,No Object,No Object
4,CrZGc6_IjKv,GraphImage,juventus,174716,3577,1 person,playing football,playing soccer,stadium,text,No Object
5,CrZFPEyos1a,GraphImage,juventus,74018,636,2 people,people playing football,people playing soccer,cleats,stadium,No Object
6,CrZEFqOo6Yd,GraphImage,juventus,61223,421,3 people,people playing football,people playing soccer,cleats,ball,stadium
7,CrZC8jzIajs,GraphImage,juventus,105571,488,3 people,people playing football,people playing soccer,cleats,ball,stadium
8,CrZB_H2onTe,GraphImage,juventus,67535,458,1 person,playing football,playing soccer,stadium,No Object,No Object
9,CrY-lvhI-ZD,GraphImage,juventus,76924,640,2 people,people playing football,people playing soccer,stadium,No Object,No Object
10,CrY9QZ9oa6C,GraphImage,juventus,72130,439,1 person,playing football,playing soccer,cleats,stadium,No Object
0,CrY1D7zRv7B,GraphVideo,leonardodicaprio,38842,519,No Object,No Object,No Object,No Object,No Object,No Object
1,CrWrtS1sYnG,GraphVideo,leonardodicaprio,31791,617,No Object,No Object,No Object,No Object,No Object,No Object
2,CrWQNPyxeAD,GraphVideo,leonardodicaprio,32175,391,No Object,No Object,No Object,No Object,No Object,No Object
3,CrUN0DsuPHI,GraphVideo,leonardodicaprio,32039,472,No Object,No Object,No Object,No Object,No Object,No Object
4,CrTrfrdJa1I,GraphVideo,leonardodicaprio,29149,458,No Object,No Object,No Object,No Object,No Object,No Object
5,CrRpI5aLCNP,GraphVideo,leonardodicaprio,28884,574,No Object,No Object,No Object,No Object,No Object,No Object
6,CrQ_3JPM2qL,GraphVideo,leonardodicaprio,32984,632,No Object,No Object,No Object,No Object,No Object,No Object
7,CrEYKkdugpg,GraphVideo,leonardodicaprio,92152,1357,No Object,No Object,No Object,No Object,No Object,No Object
8,Cq_ZLxrtwRC,GraphVideo,leonardodicaprio,57342,837,No Object,No Object,No Object,No Object,No Object,No Object
9,Cq6DyuHP41Y,GraphImage,leonardodicaprio,91383,953,7 people,people riding on horses,horse,saddle,No Object,No Object
0,CrYKaGIs9m1,GraphSidecar,dishapatani,196031,969,mastiff,bull terrier,No Object,No Object,No Object,No Object
1,CrVRFP4PmZz,GraphSidecar,dishapatani,903945,4510,1 person,makeup,bra,halter top,No Object,No Object
2,CrKv-EtPf2P,GraphSidecar,dishapatani,898040,3406,3 people,sweater,turtleneck,No Object,No Object,No Object
3,CrIyFNZsgGK,GraphVideo,dishapatani,286239,1377,No Object,No Object,No Object,No Object,No Object,No Object
4,CrFnhglOfJK,GraphVideo,dishapatani,278150,1512,No Object,No Object,No Object,No Object,No Object,No Object
5,Cq-1fSGsSix,GraphSidecar,dishapatani,1271490,5168,1 person,outdoors,No Object,No Object,No Object,No Object
6,CquXSqrsImK,GraphSidecar,dishapatani,841284,1539,1 person,performing martial arts,No Object,No Object,No Object,No Object
7,Cqrr20_ru6E,GraphVideo,dishapatani,345253,1962,No Object,No Object,No Object,No Object,No Object,No Object
8,CqiAHagPz_k,GraphSidecar,dishapatani,843564,4219,1 person,makeup,text,No Object,No Object,No Object
9,CqhsgVyA4qf,GraphVideo,dishapatani,1045727,6953,No Object,No Object,No Object,No Object,No Object,No Object
0,CraOf1nAww1,GraphImage,sergioramos,442489,1104,1 person,beard,tattoo,hair,No Object,No Object
1,CrUGT1Fs2VK,GraphSidecar,sergioramos,1309413,2141,1 person,playing football,playing soccer,cleats,ball,text
2,CrLWYKOsZpU,GraphVideo,sergioramos,327424,914,No Object,No Object,No Object,No Object,No Object,No Object
3,CrJc43UMqkf,GraphSidecar,sergioramos,1158765,1870,1 person,Tokyo Tower,No Object,No Object,No Object,No Object
4,CrGuuWjMU2-,GraphSidecar,sergioramos,1843768,3100,1 person,playing football,ball,sportswear,text,No Object
5,CrElaBmsP4P,GraphSidecar,sergioramos,896962,1539,4 people,people playing football,people playing soccer,crowd,No Object,No Object
6,Cq7c42lLtjB,GraphVideo,sergioramos,111267,373,No Object,No Object,No Object,No Object,No Object,No Object
